Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
70323.10328996276,5.205952385879762,5.216166888972396,4.14,36148.15638601139,1025439.4339352736,"946 Romero Junction Apt. 325
Lake Annette, ME 12933"
62124.47543860784,5.030342162416486,6.724091037730287,4.01,20478.630441231555,700903.5639179513,"363 Smith Road
West Allison, NY 64334"
55745.04104249736,7.578770293658353,6.742738157447972,2.4,36078.321370456404,1180903.43393502,"51858 Martinez Glens
Lisamouth, UT 55482-2907"
60244.28999641054,5.7064169759195975,6.129404565114171,2.09,24602.56309325976,914136.519775298,"39114 Hannah Estate Suite 569
South Danielton, GU 39533"
53624.82011077314,7.328456526578772,6.280863820922071,4.32,36075.96320475589,1178600.6477851174,"1725 Allen Dale Suite 239
Elizabethbury, GU 83239"
67168.16617450656,6.690621626636601,6.372552343438933,3.16,45707.973554887736,1328572.1905050843,"771 Murray Spring Apt. 685
Bennetttown, MI 95170-5129"
71405.05933559398,4.34523823586044,6.687532107332668,4.39,22083.90871403505,742449.3106376197,"8184 Thomas Field Apt. 834
South Sherrystad, PW 74340"
45863.0321561072,6.494455421694993,6.965111002158839,3.34,34426.42199578378,964596.749839928,"166 Alejandro Ways
North Stephanieton, NH 35401-1503"
67424.49083439031,6.5570290104721645,9.512477058780851,3.19,37721.32476338605,1613037.5089371018,"5752 Kimberly Run
South Seth, GU 83042-8433"
69208.50650810325,5.905347969545696,6.691996476242879,4.05,13355.02004009238,816772.3750999514,"3178 Thompson Wells
West Valeriebury, CT 94570"
67951.74853432902,5.5030800328768885,6.469594269157485,3.3,38731.293785795504,1283208.8291335374,"599 Rollins Port
North Justinburgh, WY 70184"
61867.91686188803,5.358809413797996,7.397488131785687,3.23,26132.868176462143,975385.5554017648,"11929 William Plaza
Mullinsland, NE 97750"
61369.48315346728,4.817600560104268,6.24002907913956,4.38,37670.82897971239,889845.6011902957,"06367 George Underpass
Hubbardfort, TX 32436"
63580.732884936064,5.9161993923364005,8.092067882565987,3.14,31080.727498021988,979282.7630677487,"613 Stephenson Motorway Suite 485
North Diane, TX 13834"
62669.03880072184,4.832217969245634,6.00738166141595,2.15,38547.92207599582,896937.6577995939,"PSC 9208, Box 7434
APO AE 49176"
90586.12890514932,6.694530357960868,5.789188149325505,2.28,34922.64487039676,1712388.8725183057,"06374 Martin Passage
New Shawnland, KS 59839-6569"
72449.80440788773,6.0344107569352445,6.718960081222591,4.46,44066.212977922034,1367292.959858112,"PSC 7494, Box 2912
APO AE 17450-9053"
67683.20307373602,6.170045659787897,5.908719870278113,3.18,31420.299235687286,949879.9338885004,"899 Aguirre Corner Apt. 026
Brownborough, AR 91532"
79057.79891726034,7.6347757165924905,10.219901981473976,3.43,27142.028198781773,2050594.0455063141,"34645 Brandy Station
Salinasport, MO 74104"
88799.30163631275,5.649911053535849,5.058460706047713,4.24,39139.002906516536,1616631.3337499716,"532 Coleman Hollow Apt. 140
Sandovalberg, AK 63927-0427"
61150.55722099371,8.366244567995926,6.724711557034495,3.15,31517.11821188929,1358350.39783993,"944 Leonard Green
Mckinneyberg, MI 33444"
73984.73914707053,6.971445067580836,8.203236573278986,5.4,36773.03540835819,1708127.5780654566,"530 Dwayne Via
Montgomeryport, FL 60457-2198"
79915.5126263446,7.7920017097893925,7.428417129834973,4.18,53159.74318315634,1970419.0541530403,"57221 Joseph Extension
Port Peggyborough, GU 56078-8564"
80055.12605045023,5.831731672705174,7.1703760658209745,6.1,44973.08597777347,1636080.390400312,"734 William Turnpike Apt. 785
Davidberg, RI 99205-7061"
60992.536490081766,6.035992575231477,9.320255430226254,6.24,55947.967958928944,1591269.9928074004,"30241 Webster Route
Estradaborough, NH 40106"
72533.05727370757,8.092440179538283,5.717740091343675,2.26,46369.54384104632,1806231.4517589563,"99091 Mosley Station
Lewisside, KY 57953"
69753.28541924468,5.706568379156038,4.8788742867129145,2.25,50740.204907361935,1138748.9643436885,"510 Erik Track Apt. 093
Padillastad, MA 37207-5431"
77623.98361030263,5.7044883673862055,6.019277066957383,2.24,38660.643852645866,1246440.855634546,"467 Sierra Trace Suite 724
South Adamchester, IN 71539-7488"
84292.10663299893,7.012515945513943,5.550745867826327,3.41,24380.451207086757,1407123.7995305716,"08588 Brenda Junctions
Ingramburgh, MO 23967-1554"
75790.48513776126,6.301155926190098,7.0253050375768815,3.49,31311.986048367333,1370830.3885978821,"27677 Soto Underpass Suite 189
South Carla, IN 62296"
73079.55071597343,4.752609371536969,6.5879758583759545,4.21,56970.73183024398,1492521.8665181694,"34796 Conrad Street
Melissaville, MP 94430-9181"
66235.88812268258,4.316606420841526,6.069095962441738,2.17,34922.492454426814,762391.7760956662,"Unit 5207 Box 8213
DPO AP 65091-3577"
85852.14918102988,5.625055396185533,7.343475870975852,5.45,33200.337841599416,1668448.0980572654,"PSC 8780, Box 7310
APO AE 82682"
62333.48574724906,5.3487292432295686,7.280258782722219,6.18,29704.823707743104,945057.3183830888,"5219 Ray Lights
Kellershire, NJ 68873-7542"
60110.379279698966,5.926383868017276,5.626159181679645,4.19,32536.465870952,874497.2654803138,"29222 Smith Rest
Michelletown, MS 57014-3973"
76568.23475420423,5.386918410901719,6.330174373552935,4.24,30823.910471643485,1080170.9068579979,"393 Edward Falls Suite 016
West Steveville, GU 02435"
73257.26545274205,3.6476546335926967,5.692281119144947,2.2,44882.487916191974,1049007.0166559054,"65670 Jerry Ridges
West Linda, IA 67283"
53657.29199713928,5.9929070398017155,6.087748127212441,2.37,38994.08272580159,826587.3919400298,"00347 Donald Cliff Apt. 813
Port Kimberlyland, AR 23707"
78583.26472232761,5.278236842046776,7.428634709692532,3.07,35271.71984106186,1384328.1221885916,"22992 Gonzales Crossroad Suite 385
Port Jacobport, AS 35161"
62370.03191441474,6.569959581360933,6.740482425672648,4.42,27221.179294462923,1027311.507673405,"5049 Emily Roads
New David, MS 50520-8538"
72937.70837665969,7.172735059943353,6.882272763515643,2.04,57121.57973904668,1938713.985075609,"11627 Robert Turnpike
Frankview, WI 66018"
77033.91359153447,4.079782222130235,8.441008930434485,6.26,26160.16104693064,1025417.8875194944,"0569 Reed Gateway Suite 278
Mcmahonport, IA 99324-3105"
49854.39272444213,4.516853632080405,7.778314001542566,3.46,27402.708028788187,594816.9325198851,"57320 Timothy Summit Suite 813
Jonathanview, SD 71285-5217"
87903.74352888363,5.316288784178584,6.385907942478185,4.41,28782.240015136285,1369970.613282539,"8946 Amanda Groves
North Jasonfurt, OR 67994-4423"
35608.986237077515,6.935838865796822,7.827588622388147,6.35,20833.007623149297,449331.5835333807,"652 Stanton Island
Adamsview, VA 56957-9960"
62933.334716892416,7.2683464288328095,7.557128955291646,3.14,32233.885879305348,1253359.9540054663,"6228 Cristina Walk
Collinsstad, RI 77748"
73260.62822004143,6.2646893775679775,8.070274675827964,6.44,25942.65578622622,1347234.0930270965,"68561 Guzman Pike
East Sophiamouth, SD 27058"
71452.09168018027,5.157715794147923,6.592765037447954,4.08,42152.13605364549,1257780.0670395987,"319 Leah Way
New Kimberlyborough, DE 67521"
65550.80327695548,5.060302790228005,8.392741749922976,3.22,55084.15933236109,1474296.415816263,"008 Hanson Circles Suite 611
Lake Timbury, TX 85722"
73309.2400899409,6.552490760932411,6.6439983565005365,2.1,39582.92891807085,1513273.017374765,"517 Padilla Via Suite 659
Lake Christopher, GA 09246"
55331.28844666468,4.0283275910836664,8.03572975569956,6.2,53055.85372317783,1042243.7312719524,"825 Walsh Estate Apt. 155
Lake Allen, MT 72047"
73212.42379526973,5.59393998558572,6.474991494230577,4.36,34019.97358842896,1288069.226448916,"35199 Avery Turnpike
Colonport, LA 95955-3267"
78300.409789153,5.724372815689571,8.885629338711405,6.1,53921.431947273064,1988563.9932623703,"81498 James Keys Suite 246
Chambersshire, ME 69563"
69154.76202434115,4.439053729869273,6.689730323555307,4.0,36179.40576719907,799842.3758048095,"40506 Patricia Streets Suite 594
North Joshua, NJ 70635"
76107.67404357428,6.850884750519693,6.780898890780213,3.13,56376.968434605114,1813555.3299392925,"130 Browning Union
West Latoya, CO 81571-8710"
55415.24225963871,5.639293226445153,4.63291072280653,2.39,24291.11191045748,492984.5946724443,"1567 Larson Lakes
Alvarezview, MT 72082"
81970.46446104384,5.400627906471686,6.979307782806281,2.38,33284.92670252851,1325531.154513243,"6477 Cunningham Manor
South Thomasshire, OR 14654"
53935.10993433012,7.697110375236307,6.7146588259041335,2.26,53504.45996853813,1315138.251016079,"USCGC Johnson
FPO AP 08459-0719"
61058.968586140916,4.9143960845741,5.917112689708719,4.35,36325.304633198655,729990.0243899535,"6317 Walsh Key
Rachelbury, WY 60943"
61676.73492261528,6.118452016087588,8.539962167798992,4.04,38467.81700004215,1328658.9110723843,"9423 Paige Unions Apt. 551
Valeriebury, AZ 96799-4795"
59391.0567808138,6.492408961887826,8.784536310383487,6.32,64543.322446134494,1599416.0142626918,"0309 Kaylee Springs
Joelhaven, MA 29639"
72007.4888035962,5.7456881415825976,6.7864910618247976,2.13,53713.2762108166,1348251.5968379064,"Unit 3582 Box 2159
DPO AA 10955"
77079.71716385402,4.2550085753578815,6.528579813194185,2.39,32236.82469172025,1018457.9870522928,"459 Foley Parkways Apt. 307
Andrewtown, KY 41233"
86219.59857164514,5.904630857383364,6.398407811747326,2.48,44034.47735011191,1517597.5270904675,"9891 Jon Crest
North Kevin, AZ 87146"
65279.53406448912,7.158516797256374,5.867638545426352,2.25,39419.28898287662,1247289.4901993414,"9722 Daniels Haven Suite 025
Lake Jennifer, DC 85154"
64962.433002074315,7.3526790891946066,6.535796372634481,3.41,17093.809803593602,906034.6514455121,"770 Kenneth Avenue
Anthonymouth, IN 34062"
68450.34379487834,6.8291707973585165,6.459429145520582,2.38,32147.638435172485,1203089.9890176977,"48027 Gomez Court
Charlesberg, OH 33137"
62305.63840732258,6.4907693315462245,7.647362306520987,3.19,47066.617419978254,1375771.1290372743,"8553 Donald Avenue
Bakerville, SD 40866"
51621.330420731436,5.073320656830768,6.015495165269315,2.35,18194.121545548867,459446.4192774692,"2696 House Spur
Brittanyshire, NJ 19481-7658"
66571.3861217974,4.897454983490036,9.027656434779873,5.2,26651.84550508721,1238486.1702122071,"08132 Paula Mountain Suite 428
North Tyler, IL 81930"
80963.1775543644,5.881587711382253,6.843990748156923,4.32,24602.009252141957,1309768.1961093454,"61104 Cruz Expressway Suite 446
Donaldberg, NH 44190"
61761.31840635968,6.004892786072429,6.802612412335334,2.5,38825.39624250277,1111580.0995746746,"68508 Hall Canyon Apt. 405
Jonathanbury, MI 18677-2405"
80931.50921550271,5.771015011938347,4.29069917383452,4.12,31837.488069317427,1099788.6980318588,"Unit 3247 Box 3138
DPO AP 57852-8508"
73278.80440457586,6.270914492380962,7.370286264172931,4.03,23586.382744773244,1247384.0849486168,"2611 Christine Road
Nicoleport, VT 37604-0248"
74416.20429186046,5.033336500266944,7.398003429168358,6.42,47907.02052534764,1546469.7826846072,"45752 Nelson Glen Suite 166
Manningside, MA 58972"
64590.51459174722,5.456277933820019,6.624274600319363,3.06,19652.146098741574,729315.3749195363,"6902 Rodriguez Flats
Port Tylermouth, KS 00622-4564"
65627.05110654606,7.974704487769928,6.860148049619808,2.21,44808.303365337335,1614667.5279239863,"71899 Cole Throughway Apt. 835
North Wendymouth, FM 73767"
75434.5545754117,6.1415942852837855,8.254735236279224,4.04,43181.90540528896,1613325.654571316,"746 Steele Terrace Suite 937
Hughesborough, MS 51862"
70153.70128941837,4.44790223232814,5.507529287455349,2.33,35808.410189985465,765505.3475276389,"Unit 6663 Box 8817
DPO AE 57810"
84014.41157288838,6.848072423612548,7.145822675618995,3.23,41819.36384214337,1696785.902472176,"USCGC Martinez
FPO AP 67990-6855"
65489.291732644815,6.259956549596873,6.750151471715967,3.12,22599.374112816116,980161.6274096981,"389 Luna Squares Apt. 797
East Russellmouth, AL 36775-2638"
78545.32417405737,5.515535532974448,6.3356926642664195,4.21,34477.465862849866,1167621.046449695,"1162 Michelle Green
Cheyennechester, NM 45297-5228"
71893.47207708354,6.2900712142367015,8.126888592585143,4.22,19033.611178212614,995849.7751098222,"USCGC Gomez
FPO AA 97030"
73311.08803591854,5.826323983809195,6.4951989950956674,2.14,37252.962173187814,1276494.7645634962,"3960 Bush Walks
Kimville, TX 38356-9719"
77504.80423447827,5.68895650454444,7.288819155970835,5.29,41864.786244777235,1649156.6076317346,"2669 Karen Square Apt. 062
New Jennifermouth, PR 19498"
75668.9321257755,4.8731930884616705,8.45419167080097,3.27,40746.12021982918,1603268.2110607368,"216 Oliver Keys
Zamorafurt, GU 66579"
77032.27071389476,5.34585938969713,7.516683144914813,3.22,29023.353523809863,1314387.4066411434,"Unit 8133 Box 6709
DPO AE 86310-8698"
71467.13015550697,6.48515051672506,6.995179317892068,3.33,39812.306419469685,1357366.5283162282,"72667 Timothy Flat Apt. 173
Robinsonmouth, GU 99851-4011"
70189.00591076643,4.678508846695488,6.120781744820117,4.26,53705.131732074784,1308017.3142391795,"47143 Terry Plain
Karenfort, AL 41285-0143"
77085.54710721414,5.565689964218949,6.197942058654523,4.44,21287.442518803444,1246015.2968581112,"231 Michelle Falls
Williamsfort, AR 04033-9918"
80957.05292951135,6.802133795727594,7.073592887966133,6.2,30545.487647932885,1467959.5287906837,"24628 Gray Curve
Kirkshire, WY 39107"
56986.83313076888,5.733518858016981,7.883280645802287,5.17,43921.10884181898,1239309.9147099557,"736 Tara Dam Suite 886
Port Katelynchester, LA 57144-8259"
69155.64581411946,6.550911358952037,7.392177280949958,4.31,40808.13620627183,1457022.6303982614,"31028 Smith Springs Suite 877
South Jeffreychester, WI 94105-9295"
76850.37944035776,5.235428787846504,6.376401250633996,4.04,36333.4814718268,1315666.8739232162,"8088 Miller Plains
Mollyport, AK 44811-8095"
70866.71678758075,5.870557966335325,5.728607327546822,2.45,24511.819984541118,885709.7642844076,"538 Roger Circle Apt. 824
Juarezport, OR 83733"
54028.10097118387,5.176103251548099,6.1880168844416215,3.2,31319.536026881007,566645.8578321565,"PSC 9663, Box 0897
APO AA 89838"
64315.31047251952,6.478004245169887,6.389380953832301,2.1,34940.354757964065,1088176.2005164635,"759 Oneal Crescent
Colleenport, NM 31592-5032"
66374.6873331831,5.78974406481987,6.184767912679881,3.11,36809.124933124825,1105737.4615438494,"280 David Viaduct
New Laurenbury, GA 91091-4353"
63221.915038390485,7.370165243613262,7.8304721222756575,4.3,44348.42034110976,1571664.903072999,"23837 Kayla Lodge
North Susan, ID 23300"
80417.54394056082,4.7375690880234025,6.8370511326338645,4.32,44523.98908958207,1412144.508444236,"91640 Christina Islands Suite 013
Jillstad, IA 21280-8165"
73053.95321820086,5.712998824279348,6.6731424629307,4.3,41686.51892676085,1220724.1772550123,"2248 Bell Isle
Christinaburgh, OK 79572"
62948.735708221466,5.877790573158362,6.974424476247384,4.49,30494.509613660433,1011909.6944313495,"88935 Thomas Ports Apt. 639
East Kimberly, MS 36461"
59037.609238296136,5.2061389430556675,7.701775147661508,5.41,26234.109543669118,685922.3851784463,"USNS Johnson
FPO AA 60918"
67314.74487545372,6.4233040397214385,6.068082980959193,4.26,31872.776299578643,1175190.6729764738,"6245 Steven Alley Suite 766
New Manuel, NE 20516-7507"
58714.48145280116,5.5884867137782965,8.114656742097019,5.28,32762.93645956884,1053891.644863874,"005 Robin Road Apt. 246
Port Larrychester, NE 24085-7161"
78286.51791154483,4.236880738098737,7.465136433191365,5.29,42425.776351988345,1360502.2488120492,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337"
68785.20331161434,7.005533539437323,6.599607811111122,4.03,48564.798543037614,1409038.9871176342,"2707 Kaiser Summit
Port Jason, MN 67672"
62970.72143101848,5.529295392122919,6.596973061190948,2.48,14241.248769710839,547794.5711922585,"12649 Cindy Parkway
South Joseph, CT 07688-3813"
85048.1958672361,4.552059699583358,6.492893172332449,4.38,23662.584871155323,1211442.9407654293,"0191 Danielle Park Suite 342
Matthewmouth, ND 66877"
82425.05337075949,5.332689067327657,5.698082517635246,2.36,41020.43966181279,1403296.2576075105,"298 Edwards Village Apt. 878
East Jeffreyshire, OH 06998-9930"
68817.20235615308,5.9036738190545055,5.330557139674255,4.07,35621.67753524416,1125696.862367818,"6322 Jensen Overpass
Port Seth, UT 98405-6588"
63170.382179153654,6.242850811185758,4.887183995236437,2.09,44345.07695684976,1067191.979946472,"3488 Marshall Summit
Warnerport, CT 34831-0820"
66943.79999336343,4.213793597121173,6.826493607848889,3.03,28984.51021023504,786257.7826468865,"340 Peggy Village Suite 573
Tammyview, TX 20289"
74591.28235244803,6.175769773161286,6.826686285155482,3.19,28860.945342497133,1341069.1598099093,"8904 Morales Crossroad
South Deborahmouth, MA 50627"
62302.063847931066,4.649203487308246,7.4843437000973045,3.44,40291.194487650275,777718.8986485405,"286 Allen Common Apt. 060
North Katelynmouth, OH 14510"
67559.66671510454,6.873592404434676,7.15796357836116,5.05,32487.56767239104,1539465.4196773875,"68740 Jason Parkways Apt. 313
Jasmineland, UT 82929-2936"
70791.51907439635,5.086479490131048,5.293383164975026,4.03,19314.632852302086,738760.7474313262,"94998 Castro Mill
Richardmouth, PA 16381-9282"
61015.50783881383,5.389285536457248,5.725160307712827,4.16,39588.22954332957,777144.2542493446,"14496 Alexander Lakes
Port Darren, IL 51842-5682"
65013.21244619443,7.321305027314987,7.59132805238124,3.13,23039.88947399941,1131040.702324247,"5299 Rodriguez Springs Apt. 297
Castillohaven, RI 44975-9034"
59179.86860424145,6.215488288214617,6.519249286816658,2.45,33549.55306031765,892718.0910073874,"528 Nancy Points
Lake Edward, FM 85808"
44426.262982377666,6.205941992078737,8.312282104966862,3.06,55838.913085095,1344406.9301585502,"738 Sue Forks Suite 386
Lake Katherineville, MI 07940-4286"
52890.045824874316,6.701008532793209,8.859650987297186,3.21,27165.233949889967,1174949.860790675,"246 Anderson Circles
Sarahshire, TN 88894-1090"
57896.603212875925,5.45022145816967,7.63144739569546,6.3,35960.62566152464,948054.0086787434,"4667 Brandon Lights Apt. 706
North Loriside, HI 90662"
67548.16810215081,5.760579986214888,8.194381042321531,3.4,50213.73855557286,1432902.752871875,"PSC 4208, Box 3441
APO AA 84455"
72009.19847289937,6.327696005054718,6.861739180453397,3.49,59313.739116675046,1649947.1597520178,"824 Katherine Creek
Lake Leslie, KY 06569-7910"
50143.64485404666,4.230051414364958,7.979249997307836,4.04,67601.22355787536,1168588.0313207726,"79390 Scott Flat
Wongbury, SC 60268"
63335.794905723655,6.295120484433175,6.30811423776209,3.44,35469.028665063226,1172514.722473985,"524 Patrick Heights Suite 522
Lewisport, VA 82776"
66083.1659010237,4.213322953156883,8.908380541781538,4.17,39185.99503431214,1051173.464898884,"54042 Proctor Corner Apt. 796
New Staceyville, AL 77840-1927"
68577.1097331161,7.5151305827445976,6.4349356664886255,3.29,23927.331921404482,1235747.5115915618,"622 Felicia Coves Apt. 084
Port Ianport, NE 80183"
69605.54454964394,5.785465917910602,6.557256314688049,2.13,17597.041128088404,984010.7052899195,"7298 Linda Turnpike
Lynnstad, FM 06435-7232"
57276.71909775034,8.274147489845573,5.530624743932092,3.47,35374.249175688354,1210610.162569622,"544 Rivera Path
East Mark, AK 64190"
73682.48620872098,4.6111838665641764,5.347027061136258,2.22,34366.180100207785,766078.3707692815,"364 Benjamin Place Suite 843
South Karen, KS 76654-9243"
74056.56913728938,5.915183933713094,5.892268713196152,3.09,38822.834185572116,1234636.45181904,"USCGC Duncan
FPO AP 61349-9468"
60325.98587645334,6.812452067930515,7.647438609327312,6.45,38418.05830161855,1364306.7686809986,"2441 Amber Manors Suite 444
Kleinfort, TN 26624-3469"
84851.16007094852,6.359015224899549,6.2061565121494695,2.48,34265.526373154236,1429383.3521743226,"084 Janice Islands
New Howard, TX 30144"
74008.82755503603,6.354988920594004,9.066515985284335,5.28,32743.780296527162,1680788.286557635,"28451 Aaron Crescent Suite 764
Lake Mary, WV 10610"
64059.44247458285,5.789113537189749,5.935699281251122,3.12,27865.99607169875,884891.4955195289,"979 Kiara Park Suite 926
New Joshuastad, ID 05392"
71579.12640125254,6.001140258600242,6.166459076857582,2.44,40130.54076802468,1198572.8663002513,"Unit 3168 Box 1461
DPO AP 93389-0125"
64730.12677441365,5.689943503772699,5.761823456201782,2.37,31879.3238429842,996924.6914267287,"434 Zachary Villages Suite 228
West Lorraine, GA 90758"
70763.42359718741,6.812010801640817,6.982497610327788,4.43,29873.98841378592,1417403.3118605698,"8016 Albert Underpass Suite 606
South Catherine, SC 07163"
62072.07255375162,4.431744947802378,6.992438008457405,4.33,23853.96780955993,549947.2482470637,"556 Nguyen Extensions Apt. 746
East Trevormouth, MN 70379-9628"
63209.68886557072,5.225487927753718,8.692817878287437,4.24,33967.67290102517,1241699.117121414,"01546 Annette Cove Suite 203
Clementsport, MP 78826"
61009.10934964233,4.662569144278495,7.083002537051174,3.41,60309.12224887084,1258686.2857108044,"39003 Joshua Oval
East Jacob, CA 65413"
62566.76280453749,7.690493450939387,5.828975487352791,4.28,26717.60493405672,1144177.7760016785,"51832 Lindsey Locks
West Donnaburgh, DE 19633-6063"
60426.509695852015,6.0911475265244315,8.845689955567382,6.08,46776.736347512684,1518387.141646837,"8906 Patricia Corners Suite 926
Davidsonville, PR 86858"
56349.974924823466,5.412044152879203,6.694668418515635,4.04,31048.990833251624,592512.4283228129,"83609 Sullivan Shore
Montgomerychester, MO 60768"
65827.33514166252,6.903536849911591,5.980715519973782,3.14,46346.623303622306,1283590.4588727623,"281 Chen Cape Suite 523
Burnsfort, AL 87881"
63376.7077650188,6.2540022373113295,6.43747844833822,3.16,29743.593204449804,1014093.3099646241,"8394 Nathan Summit
Port Johnmouth, NE 50019-6886"
77275.76626715591,6.547893325316207,8.027765078044936,3.31,41162.33782851701,1535152.0737169122,"2768 James Trafficway Suite 095
Gallegostown, MD 36169"
68057.06580158105,6.7484094776743015,7.883018683929485,6.2,52547.82916618432,1754576.1455501278,"02202 Morgan Trafficway Apt. 654
East James, MI 98044-7856"
59828.79510760381,5.515547729014164,8.061237873600607,3.5,47590.82639046089,1384965.6541746578,"948 Murphy Gardens
Robertside, KY 53619"
65672.20442198518,4.2676474380005125,6.122157594401248,4.08,34640.722367741546,554253.0540102996,"87947 Dean Valleys
New Felicia, NM 07523"
66667.32548539343,6.6460669176361975,8.348953132924079,6.29,37198.29197986914,1502451.1137147066,"USNS Thomas
FPO AE 22417"
78074.94799318898,5.691650411637049,7.735931940846429,4.06,58051.60065964049,1930802.9189611124,"35058 Gregory Heights Suite 044
Garciaburgh, GA 63314"
77911.35703296856,5.6158095403077315,5.058696699648513,3.04,42795.34656456844,1309860.0588041751,"USNV Morris
FPO AP 49380"
70378.49162907043,7.486595699584571,5.1658672554990686,2.35,31646.377686064483,1110525.988673923,"347 Nguyen Center Apt. 713
Nguyenmouth, GA 87473-7584"
62845.1068407475,7.2927361650262865,7.3915492022708555,4.26,44604.26897237874,1543357.4535105103,"Unit 9774 Box 4511
DPO AE 44963"
69699.51876567467,6.670701548642996,8.239588501733211,3.06,47248.8140473671,1736442.4799782694,"01484 Wright Plains
Nicolemouth, GU 35434"
75477.51718033751,6.710570614024474,7.057809809825171,5.03,18878.799277728736,1370367.787954931,"83819 Crawford Trafficway
Lopezchester, MH 76931"
79750.29602918138,6.4531483271959065,7.092517458319367,4.15,36085.10107592731,1614916.4686238212,"USS Cline
FPO AE 74379-7138"
63617.89554950074,8.048052771462316,4.932617458179231,4.46,30692.916903186357,1124463.0404031896,"714 Valerie Isle Suite 592
Atkinsonmouth, LA 88128-9040"
71501.1388030428,5.062524905173811,7.06003804578331,5.26,44428.15289859162,1293383.8900123087,"6670 Murray Street
Kevinside, WA 07925"
81570.54115365463,5.044783195454199,7.371143087698164,6.29,32485.409624406766,1472967.81431064,"658 Peck Island
New Tanya, SC 41055-0305"
60270.45484733544,5.812992996859465,7.256684297016448,4.21,26945.5749196884,1009809.9835965488,"4405 Erik Alley Apt. 566
Davidshire, VT 54733"
